NUM_POSTE;NOM_USUEL;LAT;LON;ALTI;AAAAMM;RR;QRR;NBRR;RR_ME;RRAB;QRRAB;RRABDAT;NBJRR1;NBJRR5;NBJRR10;NBJRR30;NBJRR50;NBJRR100; PMERM;QPMERM;NBPMERM;PMERMINAB;QPMERMINAB;PMERMINABDAT;TX;QTX;NBTX;TX_ME;TXAB;QTXAB;TXDAT;TXMIN;QTXMIN;TXMINDAT;NBJTX0;NBJTX25;NBJTX30;NBJTX35;NBJTXI20;NBJTXI27;NBJTXS32; TN;QTN;NBTN;TN_ME;TNAB;QTNAB;TNDAT;TNMAX;QTNMAX;TNMAXDAT;NBJTN5;NBJTN10;NBJTNI10;NBJTNI15;NBJTNI20;NBJTNS20;NBJTNS25;NBJGELEE; TAMPLIM;QTAMPLIM;TAMPLIAB;QTAMPLIAB;TAMPLIABDAT;NBTAMPLI;TM;QTM;NBTM;TMM;QTMM;NBTMM;NBJTMS24;TMMIN;QTMMIN;TMMINDAT;TMMAX;QTMMAX;TMMAXDAT; UNAB;QUNAB;UNABDAT;NBUN;UXAB;QUXAB;UXABDAT;NBUX;UMM;QUMM;NBUM;TSVM;QTSVM;NBTSVM;ETP;QETP; FXIAB;QFXIAB;DXIAB;QDXIAB;FXIDAT;NBJFF10;NBJFF16;NBJFF28;NBFXI;FXI3SAB;QFXI3SAB;DXI3SAB;QDXI3SAB;FXI3SDAT;NBJFXI3S10;NBJFXI3S16;NBJFXI3S28;NBFXI3S; FXYAB;QFXYAB;DXYAB;QDXYAB;FXYABDAT;NBJFXY8;NBJFXY10;NBJFXY15;NBFXY;FFM;QFFM;NBFFM; INST;QINST;NBINST;NBSIGMA0;NBSIGMA20;NBSIGMA80;GLOT;QGLOT;NBGLOT;DIFT;QDIFT;NBDIFT;DIRT;QDIRT;NBDIRT; HNEIGEFTOT;QHNEIGEFTOT;HNEIGEFAB;QHNEIGEFAB;HNEIGEFDAT;NBHNEIGEF;NBJNEIG;NBJHNEIGEF1;NBJHNEIGEF5;NBJHNEIGEF10;NBJSOLNG;NEIGETOTM;QNEIGETOTM; NEIGETOTAB;QNEIGETOTAB;NEIGETOTABDAT;NBJNEIGETOT1;NBJNEIGETOT10;NBJNEIGETOT30;NBJGREL;NBJORAG;NBJBROU
 91027002;ORLY;48.718000;2.397000;86;202301;44.5;1;31;;8.9;1;14;13;3;0;0;0;0;1018.8;1;31;987.1;1;16;8.2;1;31;;14.3;1;1;1.7;1;25;0;0;0;0;31;31;0;3.9;1;31;;-4.2;1;29;11.3;1;5;0;0;29;31;31;0;0;9;4.3;1;10.1;1;29;31;6.0;1;31;5.9;1;31;0;0.5;1;22;12.7;1;1;54;1;1;31;98;1;31;31;84;1;31;8.1;9;31;17.3;1;22.0;1;240;1;14;25;7;0;31;19.7;1;;0;14;21;4;0;31;13.0;1;250;1;15;16;4;0;31;4.8;1;31;2662;9;31;14;21;0;7791;9;31;;;0;;;0;2;9;2;1;19;31;1;1;0;0;2;0;9;3;9;19;2;0;0;0;1;1
 91027002;ORLY;48.718000;2.397000;86;202302;1.6;1;28;;1.0;1;4;1;0;0;0;0;0;1029.2;1;28;1011.1;1;24;10.4;1;28;;17.0;1;21;5.5;1;26;0;0;0;0;28;28;0;2.9;1;28;;-5.4;1;9;10.7;1;18;1;0;26;28;28;0;0;11;7.6;1;17.5;1;21;28;6.6;1;28;6.3;1;28;0;1.2;1;9;12.8;1;17;27;1;27;28;99;1;21;28;75;1;28;7.3;9;28;25.4;1;19.4;1;40;1;26;13;3;0;28;17.4;1;;0;26;9;2;0;28;11.8;1;50;1;26;4;2;0;28;3.5;1;28;7684;9;28;4;9;10;19719;9;28;;;0;;;0;0;9;0;9;;28;0;0;0;0;0;0;9;0;9;;0;0;0;0;0;2
 91027002;ORLY;48.718000;2.397000;86;202303;52.7;1;31;;12.5;1;8;10;3;2;0;0;0;1012.2;1;31;993.5;1;8;13.0;1;31;;21.0;1;29;6.0;1;4;0;0;0;0;30;31;0;5.8;1;31;;-1.6;1;2;12.2;1;30;0;0;27;31;31;0;0;2;7.1;1;12.8;1;16;31;9.4;1;31;9.2;1;31;0;3.1;1;4;15.1;1;30;31;1;16;31;97;1;8;31;72;1;31;8.5;9;31;63.6;1;26.6;1;270;1;10;25;11;0;31;23.6;1;;0;10;20;5;0;31;14.9;1;270;1;10;16;8;0;31;4.9;1;31;6288;9;31;3;12;1;28507;9;31;;;0;;;0;0;9;0;9;;30;0;0;0;0;0;0;9;0;9;;0;0;0;0;0;0
 91027002;ORLY;48.718000;2.397000;86;202304;73.3;1;30;;13.8;1;11;11;6;3;0;0;0;1016.6;1;30;1003.1;1;12;15.0;1;30;;22.7;1;28;8.9;1;2;0;0;0;0;28;30;0;6.4;1;30;;0.5;1;5;14.7;1;28;0;0;29;30;30;0;0;0;8.6;1;15.1;1;5;30;10.7;1;30;10.4;1;30;0;6.7;1;14;18.7;1;28;21;1;5;30;98;1;22;30;71;1;30;8.9;9;30;82.7;1;22.0;1;240;1;12;22;4;0;30;20.1;1;;0;12;17;3;0;29;12.0;1;240;1;12;12;4;0;30;4.0;1;30;9295;9;30;2;11;5;42311;9;30;;;0;;;0;0;9;0;9;;30;0;0;0;0;0;0;9;0;9;;0;0;0;0;0;0
 91027002;ORLY;48.718000;2.397000;86;202305;61.2;1;31;;32.7;1;6;10;2;2;1;0;0;1020.1;1;31;1014.0;1;9;20.2;1;31;;25.9;1;28;14.2;1;12;0;2;0;0;16;31;0;10.4;1;31;;7.0;1;16;13.8;1;29;0;0;12;31;31;0;0;0;9.8;1;14.0;1;31;31;15.3;1;31;15.2;1;31;0;11.7;1;16;19.5;1;28;28;1;31;31;98;1;6;31;68;1;31;11.6;9;31;135.5;1;22.4;1;50;1;13;28;1;0;31;14.1;1;;0;31;25;0;0;31;9.3;1;240;9;6;8;0;0;31;4.4;1;31;15193;9;31;1;8;10;63122;9;31;;;0;;;0;0;9;0;9;;27;0;0;0;0;0;0;9;0;9;;0;0;0;0;2;1
 91027002;ORLY;48.718000;2.397000;86;202306;33.8;1;30;;12.9;1;22;7;2;1;0;0;0;1016.2;1;30;1009.4;1;9;27.8;1;30;;33.9;1;25;21.0;1;2;0;26;5;0;0;9;1;15.5;1;30;;10.6;1;2;20.1;1;29;0;0;0;13;29;1;0;0;12.3;1;17.2;1;25;30;21.6;1;30;21.6;1;30;4;15.8;1;2;25.3;1;25;21;1;14;30;97;1;20;30;59;1;30;14.6;9;30;173.8;1;29.1;1;270;1;18;22;1;1;30;26.5;1;;0;18;17;1;0;30;15.7;1;250;1;18;5;1;1;30;3.4;1;30;18594;9;30;0;2;14;72397;9;30;;;0;;;0;0;9;0;9;;30;0;0;0;0;0;0;9;0;9;;0;0;0;0;4;0
 91027002;ORLY;48.718000;2.397000;86;202307;69.1;1;31;;19.2;1;24;7;5;4;0;0;0;1014.5;1;31;1006.7;1;24;26.5;1;31;;35.0;1;8;22.3;1;25;0;22;5;1;0;23;3;15.6;1;31;;10.5;1;26;20.9;1;9;0;0;0;14;30;1;0;0;10.9;1;18.2;1;7;31;21.0;1;31;20.8;1;31;4;17.2;1;5;27.3;1;8;21;1;14;31;97;1;28;31;60;1;31;14.2;9;31;167.3;1;19.6;1;280;1;24;26;4;0;31;17.3;1;;0;27;23;3;0;31;12.3;1;250;1;27;11;3;0;31;4.0;1;31;13992;9;31;0;5;3;63142;9;31;;;0;;;0;0;9;0;9;;27;0;0;0;0;0;0;9;0;9;;0;0;0;0;3;0
 91027002;ORLY;48.718000;2.397000;86;202308;66.3;1;31;;33.2;1;1;12;2;2;1;0;0;1015.3;1;31;997.6;1;2;25.3;1;31;;31.9;1;23;18.8;1;31;0;15;4;0;2;20;0;15.8;1;31;;11.5;1;27;21.2;1;24;0;0;0;13;29;2;0;0;9.5;1;14.2;1;10;31;20.5;1;31;20.1;1;31;4;15.8;1;5;25.3;1;23;37;1;30;31;97;1;12;31;70;1;31;16.4;9;31;122.2;1;26.4;1;250;1;2;18;2;0;31;24.6;1;;0;2;14;2;0;31;16.5;1;250;1;2;5;2;1;31;3.4;1;31;10801;9;31;0;5;2;49001;9;31;;;0;;;0;0;9;0;9;;28;0;0;0;0;0;0;9;0;9;;0;0;0;0;3;0
 91027002;ORLY;48.718000;2.397000;86;202309;30.3;1;30;;14.5;1;21;5;2;1;0;0;0;1016.0;1;30;999.4;1;21;26.6;1;30;;35.4;1;9;17.4;1;21;0;19;9;1;3;17;6;15.4;1;30;;7.5;1;24;20.2;1;11;0;0;4;13;29;1;0;0;11.3;1;16.8;1;8;30;21.0;1;30;20.6;1;30;8;14.3;1;23;27.5;1;9;22;1;5;30;98;1;14;30;68;1;30;15.9;9;30;95.6;1;16.7;1;230;1;18;13;2;0;30;15.3;1;;0;17;10;0;0;30;10.4;1;240;9;17;6;2;0;30;2.7;1;30;12825;9;30;0;5;10;42112;9;30;;;0;;;0;0;9;0;9;;30;0;0;0;0;0;0;9;0;9;;0;0;0;0;0;0
 91027002;ORLY;48.718000;2.397000;86;202310;90.1;1;31;;15.8;1;26;14;8;1;0;0;0;1010.7;1;31;981.1;1;20;19.8;1;31;;28.7;1;2;11.8;1;23;0;8;0;0;19;27;0;10.7;1;31;;4.8;1;16;17.7;1;13;0;0;11;28;31;0;0;0;9.1;1;17.8;1;10;31;15.3;1;31;14.7;1;31;0;9.5;1;16;22.0;1;13;27;1;9;31;98;1;30;31;77;1;31;12.7;9;31;48.8;1;27.0;1;190;1;28;20;5;0;31;25.7;1;;0;28;14;4;0;31;12.6;1;200;9;28;9;4;0;31;3.4;1;31;8891;9;31;3;11;6;25804;9;31;;;0;;;0;0;9;0;9;;31;0;0;0;0;0;0;9;0;9;;0;0;0;0;0;1
 91027002;ORLY;48.718000;2.397000;86;202311;86.4;1;30;;15.3;1;16;19;7;2;0;0;0;1009.3;1;30;978.5;1;4;12.2;1;30;;17.2;1;13;7.2;1;26;0;0;0;0;30;30;0;6.7;1;30;;-1.1;1;26;12.2;1;19;0;0;24;30;30;0;0;1;5.4;1;8.3;1;26;30;9.4;1;30;9.0;1;30;0;3.1;1;26;14.5;1;13;50;1;22;30;98;1;16;30;85;1;30;9.8;9;30;22.4;1;27.8;1;210;1;2;24;7;0;30;24.1;1;;0;2;23;3;0;30;15.1;1;230;1;2;15;5;1;30;4.6;1;30;4054;9;30;5;16;1;10891;9;30;;;0;;;0;0;9;0;9;;30;0;0;0;0;0;0;9;0;9;;0;0;0;0;0;0
 91027002;ORLY;48.718000;2.397000;86;202312;67.4;1;31;;19.7;1;9;13;4;2;0;0;0;1017.0;1;31;1001.6;1;4;9.8;1;31;;13.4;1;9;3.6;1;1;0;0;0;0;31;31;0;5.5;1;31;;-2.5;1;2;10.7;1;25;0;0;29;31;31;0;0;4;4.3;1;8.6;1;16;31;7.7;1;31;7.5;1;31;0;0.8;1;2;11.5;1;25;44;1;27;31;100;1;17;31;86;1;31;9.1;9;31;16.2;1;24.3;1;220;1;31;22;3;0;31;20.5;1;;0;31;19;2;0;31;13.1;1;220;1;31;12;3;0;31;4.4;1;31;2274;9;31;11;24;0;6734;9;31;;;0;;;0;0;9;0;9;;31;1;0;0;0;0;0;9;0;9;;0;0;0;0;0;4
 91027002;ORLY;48.718000;2.397000;86;202401;61.3;1;31;;19.7;1;17;7;5;2;0;0;0;1020.5;1;31;990.0;1;17;7.6;1;31;;14.8;1;24;-1.6;1;9;4;0;0;0;31;31;0;1.9;1;31;;-6.4;1;16;11.4;1;24;2;0;30;31;31;0;0;15;5.7;1;13.2;1;21;31;4.7;1;31;4.4;1;31;0;-2.4;1;9;13.1;1;24;40;1;26;31;100;1;17;31;82;1;31;7.3;9;31;15.8;1;25.0;1;230;1;22;19;8;0;31;21.4;1;;0;22;17;4;0;31;13.4;1;210;1;2;12;7;0;31;4.0;1;31;5080;9;31;6;15;4;10800;9;31;;;0;;;0;3;9;2;1;8;28;6;2;0;0;4;0;9;2;9;9;4;0;0;0;0;1
 91027002;ORLY;48.718000;2.397000;86;202402;65.8;1;29;;16.6;1;26;11;5;2;0;0;0;1014.4;1;29;986.1;1;10;11.5;1;29;;18.7;1;15;8.7;1;5;0;0;0;0;29;29;0;6.6;1;29;;0.8;1;28;12.0;1;16;0;0;26;29;29;0;0;0;4.9;1;10.3;1;15;29;9.1;1;29;8.9;1;29;0;5.7;1;28;13.6;1;15;48;1;17;29;99;1;2;29;85;1;29;9.8;9;29;24.2;1;27.0;1;270;1;22;20;5;0;29;25.0;1;;0;22;19;1;0;29;14.8;1;270;1;22;11;2;0;29;4.2;1;29;1754;9;29;12;23;0;10875;9;29;;;0;;;0;0;9;0;9;;29;0;0;0;0;0;0;9;0;9;;0;0;0;0;2;1
 91027002;ORLY;48.718000;2.397000;86;202403;77.8;1;31;;16.7;1;2;14;3;2;0;0;0;1008.3;1;31;986.8;1;27;14.1;1;31;;21.0;1;21;8.4;1;2;0;0;0;0;29;31;0;6.2;1;31;;0.6;1;4;11.8;1;15;0;0;29;31;31;0;0;0;7.9;1;13.9;1;20;31;10.2;1;31;9.7;1;31;0;6.2;1;4;14.8;1;21;38;1;21;31;98;1;19;31;79;1;31;9.4;9;31;53.4;1;23.5;1;200;1;28;20;3;0;31;20.7;1;;0;28;17;2;0;31;13.0;1;210;1;28;9;3;0;31;3.5;1;31;7464;9;31;3;14;3;29798;9;31;;;0;;;0;0;9;0;9;;31;0;0;0;0;0;0;9;0;9;;0;0;0;1;3;1
 91027002;ORLY;48.718000;2.397000;86;202404;19.0;1;13;;6.0;1;2;6;1;0;0;0;0;1016.4;1;13;1000.5;1;1;19.2;1;13;;26.1;1;13;13.7;1;9;0;1;0;0;9;13;0;10.1;1;13;;4.1;1;10;14.3;1;7;0;0;5;13;13;0;0;0;9.1;1;15.5;1;13;13;14.6;1;13;14.2;1;13;0;10.4;1;10;18.8;1;6;32;1;6;13;97;1;13;13;74;1;13;11.8;9;13;;;19.6;1;230;1;4;9;4;0;13;17.7;1;;0;4;9;2;0;13;11.7;1;250;1;9;8;3;0;13;4.0;1;13;4040;9;13;0;3;2;17887;9;13;;;0;;;0;0;9;0;9;;13;0;0;0;0;0;0;9;0;9;;0;0;0;0;0;1
 91103001;BRETIGNY_SAPC;48.600500;2.326000;78;202301;49.7;1;31;;9.7;1;14;12;3;0;0;0;0;;;0;;;;8.2;1;31;;14.8;1;1;2.0;1;25;0;0;0;0;31;31;0;3.7;1;31;;-4.6;1;29;11.3;1;5;0;0;29;31;31;0;0;9;4.6;1;10.3;1;31;31;5.9;1;31;6.0;1;31;0;0.5;1;29;13.0;1;1;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
 91103001;BRETIGNY_SAPC;48.600500;2.326000;78;202302;1.0;1;28;;0.4;1;22;0;0;0;0;0;0;;;0;;;;10.5;1;28;;16.5;1;21;5.7;1;26;0;0;0;0;28;28;0;2.2;1;28;;-6.7;1;9;10.3;1;17;1;0;26;28;28;0;0;12;8.3;1;17.8;1;21;28;6.3;1;28;5.9;1;28;0;0.5;1;9;12.5;1;17;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
 91103001;BRETIGNY_SAPC;48.600500;2.326000;78;202303;45.1;1;31;;7.7;1;7;12;2;0;0;0;0;;;0;;;;12.8;1;31;;20.8;1;29;6.1;1;4;0;0;0;0;30;31;0;5.6;1;31;;-0.9;1;2;11.8;1;30;0;0;26;31;31;0;0;4;7.2;1;14.2;1;20;31;9.2;1;31;9.1;1;31;0;3.4;1;1;14.6;1;30;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
 91103001;BRETIGNY_SAPC;48.600500;2.326000;78;202304;64.6;1;30;;14.5;1;10;11;5;2;0;0;0;;;0;;;;15.0;1;30;;22.4;1;28;9.3;1;2;0;0;0;0;29;30;0;6.0;1;30;;-0.6;1;5;14.6;1;28;0;0;29;30;30;0;0;1;9.0;1;16.4;1;5;30;10.5;1;30;10.3;1;30;0;5.6;1;14;18.5;1;28;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
 91103001;BRETIGNY_SAPC;48.600500;2.326000;78;202305;59.3;1;31;;20.8;1;6;9;3;3;0;0;0;;;0;;;;20.6;1;31;;26.4;1;28;15.3;1;12;0;3;0;0;13;31;0;10.7;1;31;;6.0;1;2;14.4;1;29;0;0;14;31;31;0;0;0;9.9;1;13.6;1;31;31;15.6;1;31;15.5;1;31;0;11.6;1;16;20.4;1;28;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
 91103001;BRETIGNY_SAPC;48.600500;2.326000;78;202306;47.3;1;30;;17.6;1;10;8;3;2;0;0;0;;;0;;;;27.7;1;30;;33.8;1;25;21.9;1;2;0;27;5;0;0;13;1;15.7;1;30;;10.9;1;2;20.0;1;29;0;0;0;11;30;1;0;0;12.0;1;15.9;1;16;30;21.7;1;30;21.7;1;30;3;16.4;1;2;26.2;1;25;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
 91103001;BRETIGNY_SAPC;48.600500;2.326000;78;202307;84.5;1;31;;18.2;1;28;10;6;3;0;0;0;;;0;;;;26.2;1;31;;33.6;1;8;21.1;1;25;0;19;5;0;0;24;2;15.2;1;31;;9.5;1;26;21.2;1;9;0;0;1;13;30;1;0;0;11.0;1;17.3;1;14;31;20.7;1;31;20.6;1;31;4;16.5;1;26;26.5;1;8;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
 91103001;BRETIGNY_SAPC;48.600500;2.326000;78;202308;51.9;1;31;;25.2;1;1;9;3;1;0;0;0;;;0;;;;24.9;1;31;;31.3;1;23;19.0;1;3;0;14;4;0;3;22;0;15.4;1;31;;9.2;1;29;21.1;1;24;0;0;2;15;29;2;0;0;9.5;1;13.5;1;14;31;20.1;1;31;19.9;1;31;4;15.3;1;29;25.4;1;22;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
 91103001;BRETIGNY_SAPC;48.600500;2.326000;78;202309;33.9;1;30;;16.2;1;21;5;2;1;0;0;0;;;0;;;;26.7;1;30;;35.4;1;8;17.3;1;21;0;17;9;2;3;17;6;14.7;1;30;;5.3;1;24;18.9;1;3;0;0;3;13;30;0;0;0;12.0;1;18.7;1;8;30;20.7;1;30;20.3;1;30;8;13.3;1;24;26.8;1;10;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
 91103001;BRETIGNY_SAPC;48.600500;2.326000;78;202310;98.1;1;31;;18.1;1;26;13;8;3;0;0;0;;;0;;;;19.7;1;31;;28.9;1;2;12.0;1;23;0;7;0;0;19;26;0;9.7;1;31;;3.4;1;16;16.2;1;13;0;0;17;29;31;0;0;0;10.0;1;19.8;1;10;31;14.7;1;31;14.3;1;31;0;8.8;1;16;21.1;1;13;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
 91103001;BRETIGNY_SAPC;48.600500;2.326000;78;202311;78.5;1;30;;10.7;1;18;17;6;2;0;0;0;;;0;;;;12.2;1;30;;17.3;1;13;7.0;1;26;0;0;0;0;30;30;0;6.5;1;30;;-2.0;1;26;12.1;1;19;0;0;25;30;30;0;0;2;5.8;1;10.1;1;29;30;9.4;1;30;9.0;1;30;0;2.5;1;26;14.6;1;13;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
